SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class
69.71515922,3.812131894,87.25075091,34.96711707,25.82748842,63.45309633,10.52187184,Slow,97.89562563,LiFePO4,532,Model A,1
10.45554255,3.691538666,36.29964074,28.78421202,16.72064314,106.9533672,10.87476833,Slow,97.82504633,LiFePO4,147,Model C,2
24.47272463,4.19798715,91.96931455,32.2109351,16.14053828,38.06575413,6.006329164,Normal,98.79873417,Li-ion,427,Model A,0
59.38604104,3.798326912,77.85657132,23.20730812,17.10966855,114.7686177,13.69371893,Slow,97.26125621,LiFePO4,532,Model B,2
72.27056779,3.815970917,82.44160992,33.47290835,26.71175368,41.87717084,8.776938044,Fast,98.24461239,LiFePO4,530,Model C,1
68.67651336,3.614536675,11.62059,23.58506511,25.88689775,52.6220507,8.998249815,Slow,98.20035004,LiFePO4,155,Model B,1
30.18423785,4.056366684,96.65293214,33.87899181,19.67481584,95.61922341,11.1714301,Fast,97.76571398,Li-ion,676,Model A,2
74.09612992,3.985577558,75.40038929,24.59196322,27.75548284,59.37551416,9.88236417,Normal,98.02352717,Li-ion,367,Model B,1
31.35241787,3.654538729,37.42759858,22.351026,31.40135004,80.82113768,9.420267,Slow,98.1159466,Li-ion,168,Model B,2
39.28597283,3.557666732,84.64551984,23.3056898,15.8315792,64.45735011,8.501028974,Normal,98.29979421,LiFePO4,827,Model A,1
77.18422646,3.976349511,35.33690786,20.0398427,24.96259887,94.23699371,12.71428627,Normal,97.45714275,LiFePO4,700,Model B,2
68.46696091,3.95815785,88.54784556,34.37479236,28.78620824,42.83312524,8.711514767,Normal,98.25769705,LiFePO4,548,Model B,1
86.43010694,3.691281669,20.13223514,34.64802098,20.04623854,25.84579872,8.207722957,Normal,98.35845541,Li-ion,892,Model B,0
69.18516031,4.165604494,73.33173797,30.298667,21.15541811,49.99293975,9.140269678,Normal,98.17194606,LiFePO4,356,Model C,1
61.1477743,3.605740524,58.6628629,23.22725602,27.27275806,67.43086649,9.83799039,Slow,98.03240192,Li-ion,771,Model B,1
18.4307291,3.802634361,18.68810232,21.67108675,32.95870587,36.80200522,5.071924561,Fast,98.98561509,Li-ion,589,Model A,0
43.09442228,4.160531144,31.77044454,20.38257933,31.19848841,55.47972897,7.797160827,Slow,98.44056783,Li-ion,845,Model C,1
33.86821309,3.793809122,11.11636326,23.31496354,26.66260438,59.99830183,7.859017317,Slow,98.42819654,Li-ion,742,Model C,1
31.9590679,3.946968163,52.18911689,37.8171107,29.60443436,25.73918437,5.633740961,Slow,98.87325181,Li-ion,148,Model A,0
97.57094993,3.778316079,37.11387347,24.83073683,22.2964494,78.33072482,12.64764474,Slow,97.47047105,LiFePO4,758,Model B,1
45.37879522,3.691950642,63.85217359,27.08542654,27.81931056,108.4343428,12.65940632,Fast,97.46811874,LiFePO4,415,Model C,2
90.28418997,4.188784354,36.75140269,22.10690969,24.32363182,35.1742913,8.550745924,Slow,98.28985082,Li-ion,512,Model C,0
66.80247634,3.786533804,36.99272004,24.44722609,18.79872273,79.78080134,11.21088523,Normal,97.75782295,LiFePO4,533,Model C,1
81.53301732,4.125869443,76.88738789,30.38449142,29.03476548,86.47392049,12.80203548,Slow,97.4395929,LiFePO4,101,Model B,2
55.23733838,3.660968224,14.33285524,32.15505366,26.12929275,61.93346804,9.530741939,Slow,98.09385161,Li-ion,940,Model C,1
61.92134962,3.649173293,91.26054957,24.90704628,22.17243164,90.10975874,11.85056636,Fast,97.62988673,Li-ion,244,Model A,2
54.32659244,3.521793858,86.7037487,21.15464318,33.2267838,61.07315435,8.863491311,Fast,98.22730174,LiFePO4,465,Model B,1
27.5718689,3.956166778,70.10242149,27.82065738,15.41868236,70.4637288,8.641603714,Normal,98.27167926,LiFePO4,519,Model A,1
75.02069037,3.757968441,63.38994131,24.68406742,21.31546302,20.73530446,6.713179928,Slow,98.65736401,LiFePO4,672,Model A,0
35.26951262,4.105050775,90.30722483,24.39107846,16.13762796,89.17201141,10.41403051,Slow,97.9171939,LiFePO4,884,Model C,2
12.18843698,3.831246935,26.67971616,39.19725605,30.33054632,86.13426789,9.74714031,Slow,98.05057194,Li-ion,660,Model C,2
68.09250663,4.1777354,17.1072246,32.32600972,29.04214908,23.84008773,7.007599795,Normal,98.59848004,LiFePO4,943,Model C,0
25.93996115,3.629867861,31.55591529,31.13756886,21.62704437,56.82501074,7.589294062,Fast,98.48214119,Li-ion,543,Model A,1
94.64127259,4.108036218,81.51204508,28.31550207,28.51325804,117.9031841,15.97310407,Normal,96.80537919,Li-ion,533,Model B,2
95.85357193,4.043617797,13.12032401,28.57888667,22.91874452,62.07365626,11.39442762,Slow,97.72111448,LiFePO4,742,Model C,1
92.33779512,4.039645291,62.45261516,30.81810008,30.12507583,70.19454051,12.0073398,Fast,97.59853204,LiFePO4,654,Model C,1
43.31428302,4.09134826,99.58937646,33.92859614,24.08367325,110.9930158,13.11156194,Fast,97.37768761,LiFePO4,156,Model A,2
11.39109549,4.032716794,87.01264845,34.04292192,23.24559456,91.72618759,9.915549836,Normal,98.01689003,Li-ion,661,Model B,2
93.54867063,3.938354225,56.93011201,23.43387815,33.69459831,78.20701311,12.36637853,Fast,97.52672429,Li-ion,277,Model A,1
48.53657335,3.591871414,15.72768184,30.00225504,20.017582,99.78046813,12.24198043,Fast,97.55160391,Li-ion,392,Model C,2
96.99893371,3.522768326,84.82361629,28.2391619,17.4089468,106.4366266,15.13162367,Slow,96.97367527,Li-ion,145,Model A,2
96.72579794,4.144593493,63.90806574,37.41053933,26.69086227,65.68880717,12.18088413,Slow,97.56382317,LiFePO4,269,Model C,1
86.77085099,3.93165522,20.34396974,32.62837842,34.38643625,67.51083649,11.59586451,Fast,97.6808271,Li-ion,370,Model B,1
36.50040029,4.057576104,18.44715563,30.65008133,22.55678427,58.60509357,8.241281878,Fast,98.35174362,Li-ion,516,Model A,1
44.65879557,3.837065646,91.86641375,22.30789284,16.24073527,116.670614,13.07088559,Normal,97.38582288,LiFePO4,947,Model C,2
86.60230044,3.582115732,70.22802366,32.11275779,21.78610535,89.71662543,13.41213836,Normal,97.31757233,Li-ion,238,Model C,2
38.52298046,3.587630055,84.63581194,22.34407811,25.11863309,28.32230662,5.403545147,Fast,98.91929097,Li-ion,346,Model C,0
25.2543472,3.979895701,89.10810103,26.74413151,18.23846013,106.2959623,11.4579208,Slow,97.70841584,LiFePO4,247,Model C,2
60.11211362,3.801214126,61.45951168,22.8568393,28.16204436,68.05599408,9.819780486,Fast,98.0360439,Li-ion,329,Model A,1
94.25392967,3.640367309,56.57017166,33.84147294,34.95498778,26.87539064,8.644386018,Fast,98.2711228,Li-ion,891,Model C,0
72.6426817,3.844116183,48.73846693,24.12504228,24.03478952,74.97172552,11.08602999,Slow,97.782794,Li-ion,736,Model A,1
61.30550531,3.544946256,38.5251929,27.83718746,22.09457113,61.7164279,9.600170297,Slow,98.07996594,Li-ion,803,Model C,1
18.74588444,3.907379981,49.11363648,37.91349555,23.01408334,107.7749405,11.81421404,Normal,97.63715719,LiFePO4,473,Model A,2
65.3506504,3.688295383,79.64916902,24.08632767,17.30292357,40.39946036,7.8384706,Normal,98.43230588,Li-ion,179,Model A,1
99.10484651,4.05829137,64.17310879,30.15610128,32.66547203,102.6464609,15.01691914,Normal,96.99661617,LiFePO4,705,Model C,2
22.60756137,3.717253371,90.3270961,28.38543322,23.29651311,75.76886912,8.863722156,Normal,98.22725557,Li-ion,837,Model C,1
56.64966871,3.818654104,49.90420129,20.36248082,22.74548823,25.46103032,5.972360003,Slow,98.805528,LiFePO4,164,Model C,0
88.96357647,3.508134378,64.63806208,35.85516227,28.19380546,117.1845301,16.00631445,Fast,96.79873711,LiFePO4,187,Model C,2
76.6691756,3.550712821,66.81767978,21.38091813,23.84066842,71.26152441,10.84096505,Normal,97.83180699,LiFePO4,187,Model B,1
72.73141669,3.774745489,63.25274461,29.48510042,27.96466938,49.08768542,9.201466307,Normal,98.15970674,Li-ion,812,Model C,1
73.22356756,3.835957184,73.23703958,31.2135659,16.2289258,66.9406842,10.80024702,Slow,97.8399506,Li-ion,825,Model C,1
42.35420361,3.920014384,31.36901215,32.56852913,31.27446687,105.7857784,12.56161817,Slow,97.48767637,Li-ion,303,Model C,2
36.42326598,3.704163805,56.11273998,33.77263259,33.81007906,50.49031244,7.717320965,Fast,98.45653581,LiFePO4,481,Model A,1
82.84250399,3.98648732,19.38023225,25.06544767,27.97530772,39.26763965,8.667700887,Fast,98.26645982,Li-ion,700,Model C,0
82.91020552,4.102085678,44.60601949,20.19957553,34.09131858,32.90712469,7.897749444,Slow,98.42045011,Li-ion,575,Model A,0
88.03650867,4.045895692,53.89003618,34.46887325,18.02864629,49.78593984,10.27409742,Normal,97.94518052,Li-ion,672,Model A,1
92.19164973,3.527733178,68.70018336,30.71313199,24.54832379,98.0048087,14.31230648,Normal,97.1375387,Li-ion,882,Model A,2
56.0208159,3.836354863,95.54779473,36.72235406,27.03613468,67.16263652,10.23404487,Normal,97.95319103,LiFePO4,705,Model A,1
55.13646652,3.573451125,64.05859599,36.42776726,26.63473295,42.74816037,8.140558386,Fast,98.37188832,LiFePO4,918,Model B,1
81.84656611,3.669431511,76.92345246,36.86652336,23.02923558,36.61849996,8.987196137,Normal,98.20256077,Li-ion,638,Model C,0
68.49675377,4.190663815,55.56394535,29.7018932,21.76168819,53.27294765,9.349344653,Normal,98.13013107,Li-ion,313,Model A,1
73.17701895,3.59974688,67.06936282,26.67256792,17.53648045,113.9924373,14.49184912,Slow,97.10163018,Li-ion,173,Model C,2
81.62134025,3.849221707,16.38389945,35.83116405,22.83484901,54.30267126,10.39784782,Normal,97.92043044,LiFePO4,160,Model A,1
90.10048076,3.932709014,32.89524228,29.02588226,18.2532163,118.8124076,15.85735212,Slow,96.82852958,Li-ion,797,Model B,2
40.41956412,3.991725479,42.56677839,23.66884393,29.68731353,68.52304558,8.9146742,Normal,98.21706516,LiFePO4,642,Model A,1
43.80246574,3.891754078,52.52440195,37.09948039,19.17661871,37.91639183,7.204796626,Fast,98.55904067,LiFePO4,318,Model C,0
18.45837459,3.506839593,14.1083871,37.65119754,16.17130611,109.1140092,11.8983127,Normal,97.62033746,Li-ion,111,Model C,2
62.04521269,3.728522916,22.60216878,29.32619512,26.04732276,66.03553731,10.07153183,Normal,97.98569363,Li-ion,913,Model B,1
13.23480464,3.86239815,34.9132877,21.51399455,26.90459465,90.96713435,9.318034489,Slow,98.1363931,Li-ion,514,Model C,2
51.90382163,3.561506549,97.43794218,27.7565218,32.43826123,118.3711583,13.84728036,Slow,97.23054393,LiFePO4,131,Model C,2
58.83801712,3.745438852,39.82123064,36.07075319,26.53963225,25.01753503,6.830233102,Slow,98.63395338,LiFePO4,259,Model A,0
35.78871269,3.523242176,53.38369523,38.03548057,21.90961707,29.66945598,6.163664328,Normal,98.76726713,Li-ion,336,Model C,0
63.17499345,3.555004948,27.64879415,24.06945485,31.06023763,92.04567415,12.03269526,Normal,97.59346095,LiFePO4,838,Model A,2
12.74502249,3.777846293,64.9702064,21.33947224,25.80557786,48.18250033,5.719433098,Fast,98.85611338,Li-ion,280,Model B,1
13.36133699,3.592901028,35.2614894,37.54700906,16.58560569,38.4301397,5.747928944,Normal,98.85041421,Li-ion,928,Model C,0
84.03405046,3.897278594,28.62933206,27.78809878,26.31701121,23.93618798,7.585789794,Fast,98.48284204,LiFePO4,657,Model A,0
42.41715773,3.982625478,56.49153656,30.83521929,33.16037091,22.1846712,5.511341451,Slow,98.89773171,LiFePO4,440,Model C,0
21.43544614,4.060410689,10.49552192,39.36131624,22.92625251,97.44856031,11.16055148,Slow,97.7678897,LiFePO4,557,Model A,2
57.0018934,3.640105171,10.68976294,21.33129456,20.92651604,33.44334274,6.703604626,Slow,98.65927907,LiFePO4,179,Model B,0
79.29941978,3.617237808,29.71619282,32.96636015,17.86938914,66.7720616,11.17762746,Fast,97.76447451,Li-ion,746,Model A,1
29.42389247,3.573197488,13.30492263,21.48210845,18.02891044,80.58968152,9.261106839,Normal,98.14777863,Li-ion,871,Model C,2
66.06014282,3.945501175,19.72231787,27.50937857,23.65542969,62.83518006,9.914741074,Slow,98.01705179,Li-ion,919,Model A,1
17.68127185,3.994533009,40.49745844,36.0762909,26.91359648,22.71066523,4.580433574,Normal,99.08391329,LiFePO4,858,Model C,0
14.65135491,3.522110301,82.23271116,28.66944466,16.6123081,98.35015026,10.36188583,Normal,97.92762283,Li-ion,572,Model B,2
57.82191684,4.155348572,61.4843779,39.94364708,33.79137178,21.05132245,6.642555067,Slow,98.67148899,LiFePO4,770,Model A,0
58.65716094,3.536379899,56.14009534,31.1811857,30.10267235,96.18898944,12.50766645,Fast,97.49846671,LiFePO4,814,Model C,2
67.36869113,3.878907435,36.41399409,26.42324305,26.73247837,109.3304494,13.80046749,Normal,97.2399065,LiFePO4,211,Model C,2
75.34822004,3.996342364,93.85783475,24.40222652,31.56877342,63.28399211,10.26118834,Slow,97.94776233,Li-ion,391,Model C,1
97.82668715,4.109678387,45.73135371,27.01041069,16.60373514,73.55424731,12.3713755,Normal,97.5257249,LiFePO4,921,Model A,1
56.46703135,3.999860852,17.83834901,27.45066548,24.53677755,67.69833926,9.837413113,Normal,98.03251738,LiFePO4,730,Model A,1
39.06608256,4.061209658,65.53598645,21.37427355,27.60186254,58.92086186,7.932089628,Normal,98.41358207,LiFePO4,482,Model A,1
81.56675753,3.737615135,20.24545541,27.39148399,31.57305812,108.7424535,14.5097832,Normal,97.09804336,LiFePO4,116,Model B,2
34.37490261,4.07037758,41.07008285,29.28477039,30.6693912,109.3933511,12.29909624,Normal,97.54018075,LiFePO4,592,Model C,2
49.50742786,3.556080392,55.66707448,34.45475504,20.54138499,53.58163646,8.663245517,Fast,98.2673509,LiFePO4,430,Model C,1
17.06107432,4.126371659,88.68002722,33.13458969,33.81760339,81.5069754,9.302031151,Fast,98.13959377,LiFePO4,838,Model B,2
12.28156691,3.883314663,54.41919223,34.1753131,17.48691683,112.6907562,11.71374035,Slow,97.65725193,LiFePO4,972,Model B,2
96.63835732,4.072108439,73.20328894,20.16727364,32.50267237,116.2058499,15.52410237,Fast,96.89517953,LiFePO4,585,Model A,2
85.23821085,3.816622799,99.35351551,24.35334799,34.41880499,70.89590404,11.38756995,Fast,97.72248601,LiFePO4,505,Model A,1
72.63767855,3.950504387,21.83402079,33.23368577,18.54307046,65.28248053,10.73377493,Fast,97.85324501,LiFePO4,216,Model A,1
46.805765,3.868481863,34.7258373,29.67978736,29.44132128,47.86943159,7.813396917,Normal,98.43732062,LiFePO4,654,Model A,1
25.59648881,4.012112665,45.5118468,20.10626951,15.80571038,115.8871873,11.94240353,Normal,97.61151929,Li-ion,979,Model A,2
24.07933384,3.557140987,47.96453607,36.08989285,23.1084565,34.28143045,5.865247205,Slow,98.82695056,Li-ion,214,Model A,0
32.52186083,3.542246459,46.99189677,35.45619147,25.32566598,77.9829576,9.897482415,Slow,98.02050352,LiFePO4,894,Model B,1
59.43039982,3.672972264,91.68499023,30.96838326,26.61290452,48.25502675,8.541191383,Slow,98.29176172,LiFePO4,648,Model B,1
74.31363304,3.611681276,74.262938,21.32926652,33.71874496,47.90082903,8.773880731,Normal,98.24522385,LiFePO4,913,Model B,1
69.4177639,4.110248497,64.71146927,35.33030099,28.44501375,60.49685874,10.27880814,Fast,97.94423837,Li-ion,724,Model C,1
35.19405073,3.653449791,37.84354461,31.67427175,24.62555902,119.8792936,13.33335726,Fast,97.33332855,Li-ion,646,Model C,2
95.93787526,4.183105679,84.14113458,35.63919954,31.19350073,25.49663068,8.703572964,Normal,98.25928541,Li-ion,743,Model A,0
76.4107225,3.735827054,95.95544603,35.03493985,34.01065642,77.85418182,12.0601316,Slow,97.58797368,LiFePO4,435,Model B,1
59.89186473,3.627482541,83.90784543,36.06004144,15.44132297,28.2572158,7.152363292,Slow,98.56952734,LiFePO4,435,Model C,0
65.05486716,4.052788955,10.14085947,30.36016133,34.65042545,35.452083,7.725091674,Slow,98.45498167,LiFePO4,988,Model C,0
47.76400562,3.961095443,67.27612332,22.80649036,16.72264278,63.95629418,8.858215981,Normal,98.2283568,LiFePO4,839,Model B,1
32.29578906,3.848737002,14.60218433,33.42314947,31.28773559,71.04601313,9.206448021,Slow,98.1587104,Li-ion,246,Model C,1
42.03754108,3.888754486,33.18464983,32.4094757,20.60669505,45.87924084,7.545620909,Slow,98.49087582,LiFePO4,221,Model C,1
78.20614994,4.003441245,15.35722303,34.84506374,17.64359316,51.64571309,9.956370108,Normal,98.00872598,Li-ion,180,Model B,1
11.29541398,3.659918319,64.34159077,23.39762012,23.79711279,28.69670203,4.12604354,Fast,99.17479129,Li-ion,784,Model C,0
20.44653765,4.197433741,71.79309221,23.899504,27.87913159,50.32197838,6.410800281,Normal,98.71783994,LiFePO4,765,Model B,1
14.14023778,4.182355214,20.30388743,37.80819034,22.6190369,116.6558439,12.31874173,Normal,97.53625165,Li-ion,761,Model C,2
13.66559221,3.95522798,44.54549947,34.99955597,16.09130817,114.4707382,11.97248559,Normal,97.60550288,Li-ion,474,Model B,2
86.99145256,3.639679716,51.06128581,38.16456977,26.98922279,53.48782901,10.7151202,Normal,97.85697596,Li-ion,669,Model C,1
73.32920734,3.97615977,43.21477196,35.17430642,33.04806552,77.08539363,11.84895849,Fast,97.6302083,Li-ion,162,Model C,1
52.67564462,3.550538886,20.89225004,31.94310612,22.66430732,110.9595391,13.4775658,Slow,97.30448684,LiFePO4,603,Model B,2
18.80507446,3.521456752,47.70530112,33.08265474,19.32665555,20.61838226,4.312584982,Normal,99.137483,LiFePO4,767,Model C,0
54.24542876,3.680378022,77.6060243,37.78255848,23.85154692,101.068357,13.02376245,Fast,97.39524751,Li-ion,548,Model B,2
52.61245937,3.82383607,16.39068981,31.57613509,15.96725422,114.8369553,13.779176,Slow,97.2441648,LiFePO4,527,Model B,2
25.58816829,4.107790754,17.21620127,32.64782649,31.40975169,29.13257343,5.339514192,Slow,98.93209716,Li-ion,967,Model C,0
49.04664843,4.009018349,41.92941627,23.12953432,31.52681622,36.1447686,6.620873188,Slow,98.67582536,LiFePO4,526,Model A,0
45.8654261,4.019894565,94.75531405,29.4784244,26.76000927,116.0746303,13.44007838,Normal,97.31198432,LiFePO4,520,Model C,2
65.42650882,3.797845334,70.17153821,34.32794224,22.06205778,73.75401436,11.13389042,Normal,97.77322192,LiFePO4,421,Model A,1
67.15842858,3.742154495,71.0802961,25.41885397,30.99566729,21.41966345,6.413836081,Slow,98.71723278,LiFePO4,779,Model A,0
14.07736088,3.759727134,42.57279918,24.04508361,26.0937405,45.76319988,5.719722214,Slow,98.85605556,LiFePO4,265,Model C,1
43.71513532,4.191354695,63.42947121,26.27653616,31.51864617,64.99436743,8.91578086,Slow,98.21684383,Li-ion,696,Model A,1
66.32739241,3.528076434,10.91180656,24.83001256,27.62917585,89.2908911,11.99877784,Slow,97.60024443,LiFePO4,748,Model B,2
55.28226327,4.106922047,67.24864418,24.29825274,30.68810946,93.31603781,11.75536229,Slow,97.64892754,Li-ion,560,Model B,2
87.08408571,3.905072786,92.19582528,28.49701686,26.97125986,119.5421513,15.74090107,Slow,96.85181979,Li-ion,558,Model A,2
69.28242685,3.807030793,65.13161215,38.15677028,23.28282136,48.75111994,9.434553184,Fast,98.11308936,LiFePO4,288,Model B,1
24.66409844,4.007680362,88.63287341,30.14119293,34.1589172,73.82201019,8.892098751,Slow,98.22158025,Li-ion,563,Model C,1
16.35118727,3.840668259,75.15757499,23.75840762,25.8222765,73.33235479,8.11650931,Normal,98.37669814,LiFePO4,478,Model B,1
67.81773504,4.111396267,20.85025748,21.53943339,27.10179037,60.56452594,9.51490225,Normal,98.09701955,Li-ion,101,Model A,1
12.38601795,4.130491305,91.22079766,33.9231229,19.40975279,36.91618938,5.391806158,Normal,98.92163877,Li-ion,717,Model C,0
62.71980231,3.795204649,15.97994599,27.65597529,27.51301579,117.7456563,14.33092691,Slow,97.13381462,LiFePO4,463,Model B,2
94.62072173,3.693779458,58.05707253,36.43661893,26.43215299,105.3317187,15.33051026,Normal,96.93389795,LiFePO4,171,Model C,2
61.79267601,3.91464523,22.79234114,33.19021537,18.69676796,69.83330283,10.56858647,Fast,97.88628271,LiFePO4,526,Model A,1
44.93529336,4.138654342,11.05359497,35.92482901,16.19174195,80.32454227,10.73671797,Slow,97.85265641,LiFePO4,737,Model B,2
67.89593966,3.647463532,47.98308341,25.43892079,27.08718639,42.72610536,8.227251802,Normal,98.35454964,Li-ion,269,Model C,1
51.24276014,3.936076608,36.55366369,33.84717845,30.27384539,74.37870704,10.45272252,Fast,97.9094555,LiFePO4,304,Model C,1
59.10551104,3.942092154,53.74004444,25.28123969,25.46802742,89.49701331,11.67742198,Fast,97.6645156,Li-ion,924,Model B,2
94.73183279,4.013179116,61.94798981,38.78136959,19.53545251,71.51670284,12.63538536,Normal,97.47292293,Li-ion,436,Model C,1
44.7492374,3.59209738,13.93651651,32.72748563,28.33043953,119.0285171,13.79287924,Fast,97.24142415,Li-ion,571,Model C,2
96.50715074,4.001077475,21.07029656,26.490236,16.60211453,81.13416562,12.91104981,Normal,97.41779004,Li-ion,294,Model A,2
91.48155778,4.136322764,60.27781568,25.39023725,23.8366741,57.09737126,10.60170402,Fast,97.8796592,Li-ion,769,Model A,1
27.62120213,3.625778176,40.88506179,23.8185317,18.26733517,97.21520276,10.67325359,Slow,97.86534928,Li-ion,752,Model A,2
16.24251708,3.666280327,75.62561388,33.89281918,18.68918102,37.04625116,5.593954409,Slow,98.88120912,LiFePO4,374,Model A,0
19.07002012,4.179976566,68.70624837,24.37431226,19.04587898,58.45158137,7.043181733,Slow,98.59136365,Li-ion,106,Model A,1
11.63996431,3.626683867,86.10439267,31.90606532,22.73414114,54.69589504,6.735292735,Slow,98.65294145,Li-ion,665,Model A,1
18.49986647,4.098069565,72.3243544,25.29270054,16.02300411,63.18070951,7.454687476,Slow,98.5090625,Li-ion,715,Model B,1
71.47060961,3.8445945,48.69379697,33.2393789,22.95586882,98.17798259,13.41699797,Normal,97.31660041,LiFePO4,953,Model A,2
16.40697836,3.673061752,70.56699602,36.29879457,25.23414894,68.41730322,8.336730581,Slow,98.33265388,LiFePO4,949,Model C,1
38.70780673,4.109524931,34.78430568,35.56050486,24.6658857,99.40144503,11.99686933,Slow,97.60062613,Li-ion,672,Model B,2
86.03877799,3.811713679,37.56821489,35.21702662,22.65568201,77.64889031,12.53353109,Slow,97.49329378,LiFePO4,698,Model C,1
12.09447422,3.860372148,81.00866439,23.75444811,31.78293216,54.20694347,6.309691405,Slow,98.73806172,Li-ion,869,Model A,1
83.30216343,3.751463359,50.17775648,21.76769894,17.90653385,100.9978744,13.66998265,Fast,97.26600347,LiFePO4,277,Model A,2
35.36692973,3.915065596,81.85423065,33.97897657,25.11393488,43.82896706,7.119709236,Slow,98.57605815,Li-ion,341,Model C,1
20.63483449,3.614466711,84.01801363,27.36694428,16.24082834,42.43829798,5.93661377,Slow,98.81267725,LiFePO4,302,Model C,1
72.70634488,3.773757076,87.18061039,28.64692453,16.42311358,70.45029241,10.93852117,Normal,97.81229577,LiFePO4,642,Model C,1
66.60485621,4.178588626,92.49717123,20.62298186,26.47731699,46.0849246,8.201802286,Fast,98.35963954,LiFePO4,900,Model B,1
88.97248122,3.680693403,48.78866985,25.19152899,26.3203685,20.9087035,7.450592468,Normal,98.50988151,Li-ion,561,Model A,0
76.15639394,3.959715665,38.69801365,20.67352808,32.56067026,84.82975273,11.91064216,Slow,97.61787157,Li-ion,179,Model C,2
82.31328373,3.727633045,62.39788719,37.58371545,26.15747351,71.10938215,11.9206318,Normal,97.61587364,Li-ion,622,Model A,1
35.38311153,4.041431188,43.40551811,24.86793366,34.19582041,64.55178145,8.391867381,Normal,98.32162652,LiFePO4,516,Model C,1
25.96955894,3.591611563,64.09667501,31.14674339,15.97389697,116.6968515,12.58055274,Slow,97.48388945,LiFePO4,865,Model A,2
77.55532765,4.178874732,73.50272764,20.77958641,16.9601537,77.1199184,11.34340557,Fast,97.73131889,Li-ion,483,Model B,1
82.61512653,3.817652679,71.95645166,33.33694783,15.88131723,106.3431578,14.65953353,Fast,97.06809329,LiFePO4,490,Model A,2
99.14546278,3.665235324,43.70975983,26.46054692,18.70553701,33.94502362,9.109052453,Normal,98.17818951,Li-ion,995,Model C,0
47.13559092,3.551447723,25.01741815,37.95838374,25.82540222,76.92064631,10.66475259,Slow,97.86704948,Li-ion,898,Model A,1
43.48162772,3.618830534,48.74764046,37.76236378,27.91144363,106.7979627,12.9620298,Normal,97.40759404,Li-ion,787,Model B,2
79.87716647,3.863841764,22.83347297,26.50581237,15.91170316,78.31057573,11.84503025,Normal,97.63099395,Li-ion,225,Model B,1
40.67231862,3.735902224,90.10873317,38.01921791,33.9194178,91.80141781,11.58469498,Normal,97.683061,LiFePO4,593,Model A,2
93.7681593,4.080218356,41.12897147,39.92315347,31.84330753,57.20435678,11.45159537,Slow,97.70968093,LiFePO4,146,Model C,1
87.25714767,3.801621267,23.90137725,36.50831328,20.93224964,29.2449517,8.625352356,Slow,98.27492953,LiFePO4,817,Model B,0
48.60946246,3.674099991,12.29029839,36.89742696,16.5437506,65.79002951,9.75784693,Fast,98.04843061,Li-ion,575,Model B,1
77.5783961,3.932001491,68.12401477,24.98017472,18.39774146,59.44793908,10.08192346,Slow,97.98361531,LiFePO4,718,Model A,1
77.90885867,3.994744052,67.32120857,31.53404798,17.53888828,106.7060182,14.36431352,Normal,97.1271373,Li-ion,563,Model B,2
19.2811482,3.616929336,40.65437499,21.34511828,17.46567559,44.39953024,5.731274177,Normal,98.85374516,Li-ion,886,Model B,1
91.2297616,3.617333451,16.45407,21.89835874,25.37123377,116.6734228,15.37919125,Fast,96.92416175,Li-ion,948,Model C,2
55.47271352,3.525669999,46.86660054,39.97785224,19.91694885,115.813812,14.42367929,Slow,97.11526414,Li-ion,222,Model C,2
84.38117195,4.015481411,38.00957456,26.53278499,22.16279433,44.76316431,9.275961539,Normal,98.14480769,Li-ion,573,Model C,1
38.80446409,3.964663169,70.94085758,34.96367824,34.79010667,54.80519555,8.255506746,Fast,98.34889865,Li-ion,233,Model A,1
90.59709056,3.832241613,64.52013245,36.13330106,28.68628498,109.5555741,15.46615076,Fast,96.90676985,LiFePO4,718,Model B,2
45.02815109,4.090919314,42.81343554,37.16046542,33.97961334,116.6622221,13.83128267,Normal,97.23374347,LiFePO4,916,Model A,2
10.97538863,4.063969107,29.61032988,39.95256595,17.8511311,64.34391028,7.908390253,Normal,98.41832195,LiFePO4,940,Model B,1
91.48437788,3.909748055,98.92323695,24.82992971,22.6427895,52.09970456,10.15735743,Slow,97.96852851,LiFePO4,661,Model B,1
18.21580091,4.107789896,50.86014591,20.80701654,26.09463607,72.60940133,8.001924316,Fast,98.39961514,Li-ion,948,Model B,1
38.73822738,3.644088847,71.94468122,28.22383036,16.53516124,88.77692064,10.74617961,Normal,97.85076408,Li-ion,706,Model C,2
95.50557703,3.578343734,22.64976708,22.6016134,15.08374887,47.34745154,9.850980483,Fast,98.0298039,LiFePO4,879,Model A,1
95.55464322,3.688824728,53.70307297,20.44851778,28.40868668,93.64731746,13.60410117,Slow,97.27917977,LiFePO4,122,Model A,2
61.60940993,3.539960799,12.47830479,27.20853654,27.83639034,25.16573571,6.538041966,Normal,98.69239161,LiFePO4,665,Model B,0
66.8653491,3.87181867,55.49096061,35.67476502,23.2157762,24.92944928,7.204459812,Slow,98.55910804,LiFePO4,985,Model A,0
50.36009698,4.155623985,96.76156664,31.32361382,24.79288152,58.62877051,8.969916416,Fast,98.20601672,LiFePO4,865,Model C,1
